Kosovic & Lundquist, CU LES, run at LLNL 6/2003; n=32^3, non-linear Deardorff subgrid model
          32
  6.2500000E+00   1.8750000E+01   3.1250000E+01   4.3750000E+01   5.6250000E+01   6.8750000E+01   8.1250000E+01   9.3750000E+01   1.0625000E+02   1.1875000E+02
  1.3125000E+02   1.4375000E+02   1.5625000E+02   1.6875000E+02   1.8125000E+02   1.9375000E+02   2.0625000E+02   2.1875000E+02   2.3125000E+02   2.4375000E+02
  2.5625000E+02   2.6875000E+02   2.8125000E+02   2.9375000E+02   3.0625000E+02   3.1875000E+02   3.3125000E+02   3.4375000E+02   3.5625000E+02   3.6875000E+02
  3.8125000E+02   3.8125000E+02
  3.7629895E-02   7.9247445E-02   8.2122073E-02   8.3375074E-02   8.3318591E-02   7.9716496E-02   6.8878300E-02   6.1245464E-02   5.3352643E-02   4.3276887E-02
  3.5400283E-02   2.8724905E-02   2.2638401E-02   1.8732734E-02   1.5201601E-02   1.2731321E-02   1.1928583E-02   1.0316132E-02   1.0250189E-02   1.2659527E-02
  8.5361311E-03   8.0784904E-03   1.2655281E-02   7.5378306E-03   5.3746239E-03   4.3455660E-03   3.8325472E-03   3.5882068E-03   3.4294343E-03   3.1842457E-03
  2.6892449E-03   0.0000000E+00
  1.8915001E-02   5.1219516E-02   5.1423397E-02   4.9712550E-02   4.7443196E-02   4.1610200E-02   3.6276143E-02   3.3463016E-02   2.9199339E-02   2.5199434E-02
  2.2954343E-02   2.0030936E-02   1.8139051E-02   1.6417075E-02   1.5463589E-02   1.5683398E-02   1.6006606E-02   1.6469901E-02   1.4400378E-02   1.5133677E-02
  8.0503775E-03   5.9563201E-03   8.3292462E-03   5.7388674E-03   4.8032999E-03   4.3955669E-03   3.7609437E-03   3.2908483E-03   3.1641496E-03   3.1607540E-03
  2.2956601E-03   0.0000000E+00
  3.9083962E-03   2.0668488E-02   2.6948115E-02   2.4425944E-02   2.2629526E-02   2.0247165E-02   1.8367548E-02   1.6422927E-02   1.4419998E-02   1.2723775E-02
  1.1178302E-02   9.5295301E-03   8.0111315E-03   6.8647163E-03   5.7342458E-03   4.9468870E-03   4.5284908E-03   4.4950941E-03   4.8898123E-03   3.5174533E-03
  4.1564144E-03   4.4769808E-03   2.5339630E-03   3.7217918E-03   3.8135846E-03   3.0595290E-03   2.7687736E-03   2.5207552E-03   2.2766043E-03   2.0995282E-03
  8.7037729E-04   0.0000000E+00
 -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06
 -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06
 -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06  -9.9999990E+06
 -9.9999990E+06  -9.9999990E+06
  1.3819432E-01   1.2476633E-01   1.0711895E-01   9.6767731E-02   8.5152842E-02   7.5162545E-02   6.6606045E-02   5.8976389E-02   5.1716398E-02   4.4006400E-02
  3.6210380E-02   2.9098488E-02   2.2272453E-02   1.5739432E-02   1.0763303E-02   7.1804719E-03   4.1541508E-03   2.3579241E-03   1.4229247E-03   4.6632066E-04
  1.2114150E-03   1.2075470E-03   3.3962260E-06   2.3028305E-04   3.1481139E-04   9.1415168E-05   1.3867922E-05   2.6509437E-05   2.8679246E-05   1.1603767E-05
  1.8867924E-07   0.0000000E+00
  3.0726416E-04   7.3575455E-04   1.1180188E-03   1.3026418E-03   1.4905658E-03   1.6230186E-03   1.6461317E-03   1.5757550E-03   1.4648113E-03   1.3969811E-03
  1.3175471E-03   1.2312263E-03   1.2363209E-03   1.3500000E-03   1.6349057E-03   2.0832072E-03   3.3342447E-03   4.7014141E-03   7.2136791E-03   1.4228400E-02
  7.6953769E-03   6.3354722E-03   1.3092170E-02   7.4816979E-03   3.4717906E-03   2.6733025E-03   2.2118865E-03   1.8833964E-03   1.7057544E-03   1.7809429E-03
  1.6878290E-03   0.0000000E+00
