[compile] four-rank GABLS1 y-slab ready in 13.045s
step=20800 time=4.3458/9h CFL=0.7000 CFLnu=0.0609 divL2=1.710e-04 Q0=-9.127e-03 theta_budget=4.055e-09
step=20900 time=4.3652/9h CFL=0.7000 CFLnu=0.0525 divL2=1.738e-04 Q0=-9.242e-03 theta_budget=6.732e-08
step=21000 time=4.3846/9h CFL=0.7000 CFLnu=0.0551 divL2=1.735e-04 Q0=-9.162e-03 theta_budget=1.169e-07
step=21100 time=4.4040/9h CFL=0.7000 CFLnu=0.0524 divL2=1.735e-04 Q0=-9.082e-03 theta_budget=1.556e-08
step=21200 time=4.4234/9h CFL=0.7000 CFLnu=0.0612 divL2=1.762e-04 Q0=-9.188e-03 theta_budget=7.594e-08
step=21300 time=4.4428/9h CFL=0.7000 CFLnu=0.0571 divL2=1.797e-04 Q0=-9.188e-03 theta_budget=3.343e-08
step=21400 time=4.4622/9h CFL=0.7000 CFLnu=0.0514 divL2=1.793e-04 Q0=-9.231e-03 theta_budget=9.523e-08
step=21500 time=4.4813/9h CFL=0.7000 CFLnu=0.0554 divL2=1.812e-04 Q0=-9.006e-03 theta_budget=9.741e-08
step=21600 time=4.5005/9h CFL=0.7000 CFLnu=0.0505 divL2=1.823e-04 Q0=-8.788e-03 theta_budget=1.079e-07
step=21700 time=4.5199/9h CFL=0.7000 CFLnu=0.0574 divL2=1.859e-04 Q0=-8.735e-03 theta_budget=5.491e-08
step=21800 time=4.5391/9h CFL=0.7000 CFLnu=0.0591 divL2=1.866e-04 Q0=-8.840e-03 theta_budget=6.329e-08
step=21900 time=4.5583/9h CFL=0.7000 CFLnu=0.0510 divL2=1.904e-04 Q0=-8.889e-03 theta_budget=1.728e-08
step=22000 time=4.5776/9h CFL=0.7000 CFLnu=0.0616 divL2=1.918e-04 Q0=-8.921e-03 theta_budget=1.497e-07
step=22100 time=4.5969/9h CFL=0.7000 CFLnu=0.0615 divL2=1.914e-04 Q0=-8.961e-03 theta_budget=2.759e-08
step=22200 time=4.6163/9h CFL=0.7000 CFLnu=0.0519 divL2=1.916e-04 Q0=-8.862e-03 theta_budget=3.132e-08
step=22300 time=4.6355/9h CFL=0.7000 CFLnu=0.0539 divL2=1.941e-04 Q0=-9.015e-03 theta_budget=1.026e-07
step=22400 time=4.6547/9h CFL=0.7000 CFLnu=0.0460 divL2=1.950e-04 Q0=-8.942e-03 theta_budget=1.579e-07
step=22500 time=4.6739/9h CFL=0.7000 CFLnu=0.0528 divL2=1.954e-04 Q0=-8.736e-03 theta_budget=1.316e-07
step=22600 time=4.6927/9h CFL=0.7000 CFLnu=0.0580 divL2=1.947e-04 Q0=-8.409e-03 theta_budget=5.957e-08
step=22700 time=4.7116/9h CFL=0.7000 CFLnu=0.0506 divL2=1.959e-04 Q0=-8.549e-03 theta_budget=3.324e-08
step=22800 time=4.7302/9h CFL=0.7000 CFLnu=0.0570 divL2=1.966e-04 Q0=-8.807e-03 theta_budget=6.406e-08
step=22900 time=4.7489/9h CFL=0.7000 CFLnu=0.0463 divL2=1.964e-04 Q0=-8.847e-03 theta_budget=1.273e-07
step=23000 time=4.7677/9h CFL=0.7000 CFLnu=0.0520 divL2=1.958e-04 Q0=-8.895e-03 theta_budget=1.358e-08
step=23100 time=4.7862/9h CFL=0.7000 CFLnu=0.0539 divL2=1.970e-04 Q0=-9.140e-03 theta_budget=2.269e-08
step=23200 time=4.8045/9h CFL=0.7000 CFLnu=0.0525 divL2=1.976e-04 Q0=-9.566e-03 theta_budget=3.456e-08
step=23300 time=4.8229/9h CFL=0.7000 CFLnu=0.0645 divL2=1.981e-04 Q0=-9.485e-03 theta_budget=2.280e-08
step=23400 time=4.8410/9h CFL=0.7000 CFLnu=0.0568 divL2=1.955e-04 Q0=-9.296e-03 theta_budget=6.889e-08
step=23500 time=4.8593/9h CFL=0.7000 CFLnu=0.0516 divL2=1.989e-04 Q0=-9.385e-03 theta_budget=1.303e-08
step=23600 time=4.8774/9h CFL=0.7000 CFLnu=0.0556 divL2=1.997e-04 Q0=-9.359e-03 theta_budget=1.844e-07
step=23700 time=4.8954/9h CFL=0.7000 CFLnu=0.0634 divL2=1.983e-04 Q0=-9.129e-03 theta_budget=1.197e-09
step=23800 time=4.9131/9h CFL=0.7000 CFLnu=0.0593 divL2=1.977e-04 Q0=-9.256e-03 theta_budget=3.224e-08
step=23900 time=4.9309/9h CFL=0.7000 CFLnu=0.0508 divL2=1.983e-04 Q0=-9.287e-03 theta_budget=9.336e-08
step=24000 time=4.9487/9h CFL=0.7000 CFLnu=0.0547 divL2=1.981e-04 Q0=-9.208e-03 theta_budget=6.554e-08
step=24100 time=4.9669/9h CFL=0.7000 CFLnu=0.0540 divL2=1.980e-04 Q0=-8.929e-03 theta_budget=5.399e-08
step=24200 time=4.9847/9h CFL=0.7000 CFLnu=0.0499 divL2=1.977e-04 Q0=-8.828e-03 theta_budget=3.741e-09
step=24300 time=5.0029/9h CFL=0.7000 CFLnu=0.0661 divL2=1.974e-04 Q0=-8.940e-03 theta_budget=1.065e-07
step=24400 time=5.0210/9h CFL=0.7000 CFLnu=0.0467 divL2=1.968e-04 Q0=-9.012e-03 theta_budget=8.180e-08
step=24500 time=5.0390/9h CFL=0.7000 CFLnu=0.0506 divL2=1.997e-04 Q0=-8.973e-03 theta_budget=1.835e-08
step=24600 time=5.0567/9h CFL=0.7000 CFLnu=0.0657 divL2=1.976e-04 Q0=-9.028e-03 theta_budget=5.219e-09
step=24700 time=5.0743/9h CFL=0.7000 CFLnu=0.0422 divL2=1.975e-04 Q0=-9.087e-03 theta_budget=1.398e-07
step=24800 time=5.0921/9h CFL=0.7000 CFLnu=0.0526 divL2=1.978e-04 Q0=-9.076e-03 theta_budget=2.548e-08
step=24900 time=5.1096/9h CFL=0.7000 CFLnu=0.0657 divL2=1.977e-04 Q0=-8.972e-03 theta_budget=6.935e-09
step=25000 time=5.1274/9h CFL=0.7000 CFLnu=0.0592 divL2=1.976e-04 Q0=-9.006e-03 theta_budget=2.478e-08
step=25100 time=5.1451/9h CFL=0.7000 CFLnu=0.0497 divL2=2.010e-04 Q0=-9.170e-03 theta_budget=8.834e-08
step=25200 time=5.1629/9h CFL=0.7000 CFLnu=0.0579 divL2=1.993e-04 Q0=-9.189e-03 theta_budget=1.229e-08
step=25300 time=5.1804/9h CFL=0.7000 CFLnu=0.0701 divL2=1.993e-04 Q0=-9.054e-03 theta_budget=8.601e-08
step=25400 time=5.1981/9h CFL=0.7000 CFLnu=0.0548 divL2=1.998e-04 Q0=-9.366e-03 theta_budget=6.920e-08
step=25500 time=5.2160/9h CFL=0.7000 CFLnu=0.0680 divL2=2.003e-04 Q0=-9.760e-03 theta_budget=2.856e-08
step=25600 time=5.2339/9h CFL=0.7000 CFLnu=0.0530 divL2=2.002e-04 Q0=-1.021e-02 theta_budget=9.713e-08
step=25700 time=5.2513/9h CFL=0.7000 CFLnu=0.0641 divL2=1.989e-04 Q0=-1.043e-02 theta_budget=4.907e-08
step=25800 time=5.2687/9h CFL=0.7000 CFLnu=0.0620 divL2=2.006e-04 Q0=-1.057e-02 theta_budget=6.767e-08
step=25900 time=5.2864/9h CFL=0.7000 CFLnu=0.0543 divL2=2.004e-04 Q0=-1.052e-02 theta_budget=2.020e-08
step=26000 time=5.3039/9h CFL=0.7000 CFLnu=0.0523 divL2=2.010e-04 Q0=-1.072e-02 theta_budget=9.461e-08
step=26100 time=5.3219/9h CFL=0.7000 CFLnu=0.0657 divL2=2.012e-04 Q0=-1.059e-02 theta_budget=1.872e-07
step=26200 time=5.3399/9h CFL=0.7000 CFLnu=0.0501 divL2=2.002e-04 Q0=-1.016e-02 theta_budget=4.498e-08
step=26300 time=5.3580/9h CFL=0.7000 CFLnu=0.0511 divL2=2.018e-04 Q0=-9.963e-03 theta_budget=3.766e-08
step=26400 time=5.3761/9h CFL=0.7000 CFLnu=0.0560 divL2=2.019e-04 Q0=-9.823e-03 theta_budget=7.494e-08
step=26500 time=5.3942/9h CFL=0.7000 CFLnu=0.0472 divL2=1.995e-04 Q0=-9.715e-03 theta_budget=1.660e-07
step=26600 time=5.4124/9h CFL=0.7000 CFLnu=0.0487 divL2=2.012e-04 Q0=-9.360e-03 theta_budget=8.663e-08
step=26700 time=5.4303/9h CFL=0.7000 CFLnu=0.0473 divL2=2.018e-04 Q0=-9.138e-03 theta_budget=7.800e-08
step=26800 time=5.4486/9h CFL=0.7000 CFLnu=0.0410 divL2=1.997e-04 Q0=-8.842e-03 theta_budget=8.015e-08
step=26900 time=5.4666/9h CFL=0.7000 CFLnu=0.0587 divL2=1.989e-04 Q0=-8.728e-03 theta_budget=3.202e-08
step=27000 time=5.4847/9h CFL=0.7000 CFLnu=0.0717 divL2=1.993e-04 Q0=-8.736e-03 theta_budget=3.018e-08
step=27100 time=5.5026/9h CFL=0.7000 CFLnu=0.0583 divL2=2.011e-04 Q0=-8.720e-03 theta_budget=1.051e-07
step=27200 time=5.5203/9h CFL=0.7000 CFLnu=0.0493 divL2=1.989e-04 Q0=-8.887e-03 theta_budget=7.667e-08
step=27300 time=5.5381/9h CFL=0.7000 CFLnu=0.0646 divL2=2.006e-04 Q0=-9.205e-03 theta_budget=1.235e-09
step=27400 time=5.5559/9h CFL=0.7000 CFLnu=0.0507 divL2=2.022e-04 Q0=-9.275e-03 theta_budget=7.351e-09
step=27500 time=5.5737/9h CFL=0.7000 CFLnu=0.0540 divL2=1.999e-04 Q0=-9.253e-03 theta_budget=1.031e-07
step=27600 time=5.5914/9h CFL=0.7000 CFLnu=0.0584 divL2=2.004e-04 Q0=-9.393e-03 theta_budget=5.299e-08
step=27700 time=5.6092/9h CFL=0.7000 CFLnu=0.0440 divL2=2.004e-04 Q0=-9.478e-03 theta_budget=1.949e-08
step=27800 time=5.6268/9h CFL=0.7000 CFLnu=0.0642 divL2=1.986e-04 Q0=-9.564e-03 theta_budget=5.888e-08
step=27900 time=5.6441/9h CFL=0.7000 CFLnu=0.0560 divL2=1.987e-04 Q0=-9.645e-03 theta_budget=4.231e-08
step=28000 time=5.6614/9h CFL=0.7000 CFLnu=0.0614 divL2=1.998e-04 Q0=-9.793e-03 theta_budget=2.030e-07
step=28100 time=5.6786/9h CFL=0.7000 CFLnu=0.0549 divL2=1.989e-04 Q0=-1.020e-02 theta_budget=7.218e-08
step=28200 time=5.6955/9h CFL=0.7000 CFLnu=0.0582 divL2=1.980e-04 Q0=-1.059e-02 theta_budget=8.974e-08
step=28300 time=5.7122/9h CFL=0.7000 CFLnu=0.0591 divL2=1.988e-04 Q0=-1.066e-02 theta_budget=4.877e-09
step=28400 time=5.7293/9h CFL=0.7000 CFLnu=0.0564 divL2=1.988e-04 Q0=-1.081e-02 theta_budget=2.953e-08
step=28500 time=5.7461/9h CFL=0.7000 CFLnu=0.0464 divL2=1.999e-04 Q0=-1.080e-02 theta_budget=6.467e-08
step=28600 time=5.7633/9h CFL=0.7000 CFLnu=0.0510 divL2=2.005e-04 Q0=-1.080e-02 theta_budget=3.264e-08
step=28700 time=5.7806/9h CFL=0.7000 CFLnu=0.0563 divL2=2.020e-04 Q0=-1.048e-02 theta_budget=7.749e-09
step=28800 time=5.7979/9h CFL=0.7000 CFLnu=0.0569 divL2=2.006e-04 Q0=-1.024e-02 theta_budget=6.292e-09
step=28900 time=5.8153/9h CFL=0.7000 CFLnu=0.0648 divL2=2.006e-04 Q0=-1.034e-02 theta_budget=8.251e-08
step=29000 time=5.8325/9h CFL=0.7000 CFLnu=0.0487 divL2=1.999e-04 Q0=-1.037e-02 theta_budget=1.108e-07
step=29100 time=5.8495/9h CFL=0.7000 CFLnu=0.0603 divL2=1.994e-04 Q0=-1.039e-02 theta_budget=1.392e-07
step=29200 time=5.8666/9h CFL=0.7000 CFLnu=0.0438 divL2=1.998e-04 Q0=-1.007e-02 theta_budget=2.765e-08
step=29300 time=5.8836/9h CFL=0.7000 CFLnu=0.0529 divL2=2.012e-04 Q0=-9.705e-03 theta_budget=3.338e-08
step=29400 time=5.9005/9h CFL=0.7000 CFLnu=0.0605 divL2=1.978e-04 Q0=-9.633e-03 theta_budget=5.511e-08
step=29500 time=5.9175/9h CFL=0.7000 CFLnu=0.0665 divL2=2.011e-04 Q0=-9.630e-03 theta_budget=1.387e-10
step=29600 time=5.9349/9h CFL=0.7000 CFLnu=0.0550 divL2=1.999e-04 Q0=-9.534e-03 theta_budget=1.775e-07
step=29700 time=5.9523/9h CFL=0.7000 CFLnu=0.0588 divL2=2.009e-04 Q0=-9.900e-03 theta_budget=1.732e-08
step=29800 time=5.9694/9h CFL=0.7000 CFLnu=0.0567 divL2=2.009e-04 Q0=-1.010e-02 theta_budget=4.766e-08
step=29900 time=5.9865/9h CFL=0.7000 CFLnu=0.0663 divL2=2.017e-04 Q0=-9.965e-03 theta_budget=1.005e-07
step=30000 time=6.0036/9h CFL=0.7000 CFLnu=0.0544 divL2=2.016e-04 Q0=-9.855e-03 theta_budget=3.474e-08
step=30100 time=6.0208/9h CFL=0.7000 CFLnu=0.0563 divL2=2.003e-04 Q0=-1.009e-02 theta_budget=4.188e-10
step=30200 time=6.0378/9h CFL=0.7000 CFLnu=0.0564 divL2=2.002e-04 Q0=-1.020e-02 theta_budget=7.754e-08
step=30300 time=6.0549/9h CFL=0.7000 CFLnu=0.0544 divL2=2.006e-04 Q0=-1.029e-02 theta_budget=7.163e-08
step=30400 time=6.0719/9h CFL=0.7000 CFLnu=0.0505 divL2=1.996e-04 Q0=-1.069e-02 theta_budget=3.427e-08
step=30500 time=6.0885/9h CFL=0.7000 CFLnu=0.0611 divL2=2.017e-04 Q0=-1.093e-02 theta_budget=1.276e-08
step=30600 time=6.1051/9h CFL=0.7000 CFLnu=0.0638 divL2=2.020e-04 Q0=-1.100e-02 theta_budget=4.412e-08
step=30700 time=6.1217/9h CFL=0.7000 CFLnu=0.0569 divL2=2.007e-04 Q0=-1.090e-02 theta_budget=7.416e-09
step=30800 time=6.1386/9h CFL=0.7000 CFLnu=0.0465 divL2=2.002e-04 Q0=-1.084e-02 theta_budget=2.849e-08
step=30900 time=6.1552/9h CFL=0.7000 CFLnu=0.0756 divL2=2.016e-04 Q0=-1.093e-02 theta_budget=2.145e-08
step=31000 time=6.1717/9h CFL=0.7000 CFLnu=0.0708 divL2=2.018e-04 Q0=-1.098e-02 theta_budget=1.126e-10
step=31100 time=6.1883/9h CFL=0.7000 CFLnu=0.0587 divL2=2.023e-04 Q0=-1.107e-02 theta_budget=2.045e-08
step=31200 time=6.2051/9h CFL=0.7000 CFLnu=0.0583 divL2=2.017e-04 Q0=-1.139e-02 theta_budget=3.733e-08
step=31300 time=6.2213/9h CFL=0.7000 CFLnu=0.0476 divL2=1.993e-04 Q0=-1.150e-02 theta_budget=1.471e-07
step=31400 time=6.2381/9h CFL=0.7000 CFLnu=0.0584 divL2=2.009e-04 Q0=-1.161e-02 theta_budget=2.513e-08
step=31500 time=6.2549/9h CFL=0.7000 CFLnu=0.0492 divL2=1.992e-04 Q0=-1.135e-02 theta_budget=4.219e-08
step=31600 time=6.2717/9h CFL=0.7000 CFLnu=0.0517 divL2=2.003e-04 Q0=-1.112e-02 theta_budget=5.713e-08
step=31700 time=6.2886/9h CFL=0.7000 CFLnu=0.0553 divL2=2.009e-04 Q0=-1.080e-02 theta_budget=1.090e-07
step=31800 time=6.3056/9h CFL=0.7000 CFLnu=0.0434 divL2=2.022e-04 Q0=-1.041e-02 theta_budget=6.968e-08
step=31900 time=6.3227/9h CFL=0.7000 CFLnu=0.0438 divL2=2.000e-04 Q0=-1.011e-02 theta_budget=4.198e-08
step=32000 time=6.3399/9h CFL=0.7000 CFLnu=0.0513 divL2=2.011e-04 Q0=-9.763e-03 theta_budget=1.550e-07
step=32100 time=6.3574/9h CFL=0.7000 CFLnu=0.0545 divL2=2.010e-04 Q0=-9.678e-03 theta_budget=5.769e-09
step=32200 time=6.3747/9h CFL=0.7000 CFLnu=0.0584 divL2=1.995e-04 Q0=-9.739e-03 theta_budget=1.432e-07
step=32300 time=6.3923/9h CFL=0.7000 CFLnu=0.0657 divL2=1.972e-04 Q0=-1.006e-02 theta_budget=4.331e-08
step=32400 time=6.4097/9h CFL=0.7000 CFLnu=0.0653 divL2=1.984e-04 Q0=-1.026e-02 theta_budget=1.339e-07
step=32500 time=6.4272/9h CFL=0.7000 CFLnu=0.0663 divL2=1.983e-04 Q0=-1.056e-02 theta_budget=9.382e-08
step=32600 time=6.4445/9h CFL=0.7000 CFLnu=0.0543 divL2=1.985e-04 Q0=-1.079e-02 theta_budget=2.037e-08
step=32700 time=6.4619/9h CFL=0.7000 CFLnu=0.0542 divL2=1.951e-04 Q0=-1.123e-02 theta_budget=3.828e-08
step=32800 time=6.4793/9h CFL=0.7000 CFLnu=0.0560 divL2=1.973e-04 Q0=-1.108e-02 theta_budget=8.218e-08
step=32900 time=6.4967/9h CFL=0.7000 CFLnu=0.0536 divL2=1.965e-04 Q0=-1.071e-02 theta_budget=1.603e-07
step=33000 time=6.5142/9h CFL=0.7000 CFLnu=0.0499 divL2=1.958e-04 Q0=-1.079e-02 theta_budget=8.090e-09
step=33100 time=6.5317/9h CFL=0.7000 CFLnu=0.0634 divL2=1.982e-04 Q0=-1.096e-02 theta_budget=2.917e-08
step=33200 time=6.5489/9h CFL=0.7000 CFLnu=0.0644 divL2=1.973e-04 Q0=-1.137e-02 theta_budget=9.088e-09
step=33300 time=6.5661/9h CFL=0.7000 CFLnu=0.0563 divL2=1.958e-04 Q0=-1.171e-02 theta_budget=6.050e-08
step=33400 time=6.5832/9h CFL=0.7000 CFLnu=0.0599 divL2=1.978e-04 Q0=-1.199e-02 theta_budget=2.917e-08
step=33500 time=6.5994/9h CFL=0.7000 CFLnu=0.0518 divL2=1.980e-04 Q0=-1.237e-02 theta_budget=1.070e-07
step=33600 time=6.6160/9h CFL=0.7000 CFLnu=0.0561 divL2=2.006e-04 Q0=-1.260e-02 theta_budget=3.228e-08
step=33700 time=6.6327/9h CFL=0.7000 CFLnu=0.0530 divL2=1.997e-04 Q0=-1.259e-02 theta_budget=4.492e-08
step=33800 time=6.6488/9h CFL=0.7000 CFLnu=0.0536 divL2=1.999e-04 Q0=-1.302e-02 theta_budget=1.298e-07
step=33900 time=6.6655/9h CFL=0.7000 CFLnu=0.0529 divL2=2.015e-04 Q0=-1.321e-02 theta_budget=1.168e-07
step=34000 time=6.6828/9h CFL=0.7000 CFLnu=0.0625 divL2=2.020e-04 Q0=-1.285e-02 theta_budget=5.013e-08
step=34100 time=6.6998/9h CFL=0.7000 CFLnu=0.0491 divL2=2.026e-04 Q0=-1.225e-02 theta_budget=5.436e-08
step=34200 time=6.7168/9h CFL=0.7000 CFLnu=0.0461 divL2=2.024e-04 Q0=-1.168e-02 theta_budget=1.104e-09
step=34300 time=6.7336/9h CFL=0.7000 CFLnu=0.0505 divL2=2.028e-04 Q0=-1.145e-02 theta_budget=7.846e-09
step=34400 time=6.7506/9h CFL=0.7000 CFLnu=0.0687 divL2=2.023e-04 Q0=-1.161e-02 theta_budget=1.129e-07
step=34500 time=6.7672/9h CFL=0.7000 CFLnu=0.0679 divL2=2.012e-04 Q0=-1.157e-02 theta_budget=2.306e-08
step=34600 time=6.7838/9h CFL=0.7000 CFLnu=0.0554 divL2=1.993e-04 Q0=-1.137e-02 theta_budget=7.857e-08
step=34700 time=6.8005/9h CFL=0.7000 CFLnu=0.0584 divL2=2.002e-04 Q0=-1.136e-02 theta_budget=1.843e-09
step=34800 time=6.8174/9h CFL=0.7000 CFLnu=0.0495 divL2=1.989e-04 Q0=-1.139e-02 theta_budget=5.729e-08
step=34900 time=6.8346/9h CFL=0.7000 CFLnu=0.0521 divL2=1.982e-04 Q0=-1.113e-02 theta_budget=5.445e-08
step=35000 time=6.8515/9h CFL=0.7000 CFLnu=0.0511 divL2=1.958e-04 Q0=-1.099e-02 theta_budget=3.028e-08
step=35100 time=6.8682/9h CFL=0.7000 CFLnu=0.0606 divL2=1.978e-04 Q0=-1.093e-02 theta_budget=5.256e-08
step=35200 time=6.8847/9h CFL=0.7000 CFLnu=0.0558 divL2=1.960e-04 Q0=-1.100e-02 theta_budget=3.623e-08
step=35300 time=6.9013/9h CFL=0.7000 CFLnu=0.0548 divL2=1.947e-04 Q0=-1.121e-02 theta_budget=1.013e-07
step=35400 time=6.9181/9h CFL=0.7000 CFLnu=0.0500 divL2=1.941e-04 Q0=-1.135e-02 theta_budget=1.159e-08
step=35500 time=6.9347/9h CFL=0.7000 CFLnu=0.0568 divL2=1.957e-04 Q0=-1.150e-02 theta_budget=2.058e-08
step=35600 time=6.9513/9h CFL=0.7000 CFLnu=0.0585 divL2=1.931e-04 Q0=-1.180e-02 theta_budget=5.066e-08
step=35700 time=6.9680/9h CFL=0.7000 CFLnu=0.0606 divL2=1.958e-04 Q0=-1.193e-02 theta_budget=2.078e-08
step=35800 time=6.9848/9h CFL=0.7000 CFLnu=0.0521 divL2=1.950e-04 Q0=-1.177e-02 theta_budget=8.660e-08
step=35900 time=7.0017/9h CFL=0.7000 CFLnu=0.0591 divL2=1.935e-04 Q0=-1.180e-02 theta_budget=9.738e-08
step=36000 time=7.0188/9h CFL=0.7000 CFLnu=0.0626 divL2=1.953e-04 Q0=-1.172e-02 theta_budget=4.256e-08
step=36100 time=7.0360/9h CFL=0.7000 CFLnu=0.0526 divL2=1.973e-04 Q0=-1.182e-02 theta_budget=4.030e-08
step=36200 time=7.0534/9h CFL=0.7000 CFLnu=0.0614 divL2=1.970e-04 Q0=-1.208e-02 theta_budget=5.842e-08
step=36300 time=7.0707/9h CFL=0.7000 CFLnu=0.0528 divL2=1.980e-04 Q0=-1.171e-02 theta_budget=4.848e-08
step=36400 time=7.0882/9h CFL=0.7000 CFLnu=0.0443 divL2=1.983e-04 Q0=-1.133e-02 theta_budget=5.483e-08
step=36500 time=7.1057/9h CFL=0.7000 CFLnu=0.0584 divL2=1.990e-04 Q0=-1.132e-02 theta_budget=1.073e-07
step=36600 time=7.1231/9h CFL=0.7000 CFLnu=0.0649 divL2=1.991e-04 Q0=-1.145e-02 theta_budget=8.204e-08
step=36700 time=7.1405/9h CFL=0.7000 CFLnu=0.0536 divL2=1.988e-04 Q0=-1.160e-02 theta_budget=1.214e-07
step=36800 time=7.1583/9h CFL=0.7000 CFLnu=0.0471 divL2=1.983e-04 Q0=-1.136e-02 theta_budget=9.088e-08
step=36900 time=7.1760/9h CFL=0.7000 CFLnu=0.0570 divL2=1.998e-04 Q0=-1.103e-02 theta_budget=5.171e-08
step=37000 time=7.1937/9h CFL=0.7000 CFLnu=0.0633 divL2=2.020e-04 Q0=-1.104e-02 theta_budget=7.107e-08
step=37100 time=7.2117/9h CFL=0.7000 CFLnu=0.0596 divL2=2.013e-04 Q0=-1.119e-02 theta_budget=9.289e-09
step=37200 time=7.2293/9h CFL=0.7000 CFLnu=0.0659 divL2=2.017e-04 Q0=-1.133e-02 theta_budget=7.421e-08
step=37300 time=7.2468/9h CFL=0.7000 CFLnu=0.0600 divL2=1.995e-04 Q0=-1.118e-02 theta_budget=6.549e-08
step=37400 time=7.2644/9h CFL=0.7000 CFLnu=0.0651 divL2=1.995e-04 Q0=-1.137e-02 theta_budget=2.060e-08
step=37500 time=7.2817/9h CFL=0.7000 CFLnu=0.0720 divL2=2.000e-04 Q0=-1.146e-02 theta_budget=4.164e-08
step=37600 time=7.2992/9h CFL=0.7000 CFLnu=0.0658 divL2=2.009e-04 Q0=-1.165e-02 theta_budget=4.506e-08
step=37700 time=7.3168/9h CFL=0.7000 CFLnu=0.0718 divL2=2.000e-04 Q0=-1.218e-02 theta_budget=7.427e-09
step=37800 time=7.3342/9h CFL=0.7000 CFLnu=0.0573 divL2=1.993e-04 Q0=-1.211e-02 theta_budget=6.735e-08
step=37900 time=7.3519/9h CFL=0.7000 CFLnu=0.0654 divL2=1.969e-04 Q0=-1.154e-02 theta_budget=1.243e-07
step=38000 time=7.3695/9h CFL=0.7000 CFLnu=0.0633 divL2=1.972e-04 Q0=-1.125e-02 theta_budget=1.878e-09
step=38100 time=7.3875/9h CFL=0.7000 CFLnu=0.0489 divL2=1.991e-04 Q0=-1.122e-02 theta_budget=6.791e-08
step=38200 time=7.4058/9h CFL=0.7000 CFLnu=0.0560 divL2=1.999e-04 Q0=-1.115e-02 theta_budget=7.327e-08
step=38300 time=7.4240/9h CFL=0.7000 CFLnu=0.0652 divL2=2.015e-04 Q0=-1.111e-02 theta_budget=9.377e-08
step=38400 time=7.4421/9h CFL=0.7000 CFLnu=0.0474 divL2=2.019e-04 Q0=-1.078e-02 theta_budget=8.119e-08
step=38500 time=7.4601/9h CFL=0.7000 CFLnu=0.0626 divL2=2.011e-04 Q0=-1.050e-02 theta_budget=1.508e-08
step=38600 time=7.4779/9h CFL=0.7000 CFLnu=0.0452 divL2=2.013e-04 Q0=-1.069e-02 theta_budget=7.526e-08
step=38700 time=7.4956/9h CFL=0.7000 CFLnu=0.0632 divL2=1.983e-04 Q0=-1.062e-02 theta_budget=7.420e-08
step=38800 time=7.5132/9h CFL=0.7000 CFLnu=0.0471 divL2=2.005e-04 Q0=-1.068e-02 theta_budget=3.453e-08
step=38900 time=7.5307/9h CFL=0.7000 CFLnu=0.0582 divL2=1.987e-04 Q0=-1.075e-02 theta_budget=9.594e-09
step=39000 time=7.5484/9h CFL=0.7000 CFLnu=0.0509 divL2=2.024e-04 Q0=-1.051e-02 theta_budget=2.063e-08
step=39100 time=7.5660/9h CFL=0.7000 CFLnu=0.0460 divL2=2.015e-04 Q0=-1.043e-02 theta_budget=6.534e-08
step=39200 time=7.5838/9h CFL=0.7000 CFLnu=0.0546 divL2=2.014e-04 Q0=-1.009e-02 theta_budget=6.571e-08
step=39300 time=7.6012/9h CFL=0.7000 CFLnu=0.0447 divL2=2.021e-04 Q0=-9.912e-03 theta_budget=1.350e-08
step=39400 time=7.6188/9h CFL=0.7000 CFLnu=0.0552 divL2=2.017e-04 Q0=-1.009e-02 theta_budget=4.634e-08
step=39500 time=7.6367/9h CFL=0.7000 CFLnu=0.0636 divL2=2.024e-04 Q0=-1.023e-02 theta_budget=4.699e-08
step=39600 time=7.6546/9h CFL=0.7000 CFLnu=0.0588 divL2=2.019e-04 Q0=-1.031e-02 theta_budget=6.217e-09
step=39700 time=7.6724/9h CFL=0.7000 CFLnu=0.0600 divL2=1.999e-04 Q0=-1.066e-02 theta_budget=6.791e-08
step=39800 time=7.6901/9h CFL=0.7000 CFLnu=0.0607 divL2=2.003e-04 Q0=-1.070e-02 theta_budget=6.833e-08
step=39900 time=7.7079/9h CFL=0.7000 CFLnu=0.0682 divL2=2.018e-04 Q0=-1.060e-02 theta_budget=4.636e-08
step=40000 time=7.7256/9h CFL=0.7000 CFLnu=0.0597 divL2=1.999e-04 Q0=-1.080e-02 theta_budget=2.448e-08
step=40100 time=7.7433/9h CFL=0.7000 CFLnu=0.0500 divL2=2.016e-04 Q0=-1.109e-02 theta_budget=6.532e-08
step=40200 time=7.7609/9h CFL=0.7000 CFLnu=0.0585 divL2=2.019e-04 Q0=-1.118e-02 theta_budget=5.457e-08
step=40300 time=7.7786/9h CFL=0.7000 CFLnu=0.0512 divL2=2.032e-04 Q0=-1.090e-02 theta_budget=6.608e-08
step=40400 time=7.7963/9h CFL=0.7000 CFLnu=0.0634 divL2=2.030e-04 Q0=-1.061e-02 theta_budget=6.811e-09
step=40500 time=7.8138/9h CFL=0.7000 CFLnu=0.0506 divL2=2.034e-04 Q0=-1.034e-02 theta_budget=8.914e-08
step=40600 time=7.8312/9h CFL=0.7000 CFLnu=0.0605 divL2=2.030e-04 Q0=-1.013e-02 theta_budget=1.141e-07
