step,time_hours,maximum_cfl,maximum_divergence_s
2,5.555555431379212e-06,0.0003828156040981412,1.5270416042767465e-09
4,1.1111110862758424e-05,0.0003828168846666813,1.1350493878126144e-09
6,1.6666666294137637e-05,0.00038281819433905184,1.3969838619232178e-09
