z_m,u_m_s,v_m_s,w_upper_m_s,scalar,u_rms_m_s,v_rms_m_s,w_upper_rms_m_s,scalar_rms
758.0,9.090640395650823,0,0,0,0.1,0.1,0.07242470829514669,0
762.0,9.093798962857933,0,0,0,0.1,0.1,0.07157308252838188,0
766.0,9.096940992988209,0,0,0,0.1,0.1,0.07071067811865477,0
770.0,9.100066658304044,0,0,0,0.1,0.1,0.06983762494089729,0
774.0,9.103176128390148,0,0,0,0.1,0.1,0.06895405447370671,0
778.0,9.106269570208768,0,0,0,0.1,0.1,0.06806009977954533,0
782.0,9.109347148153478,0,0,0,0.1,0.1,0.06715589548470186,0
786.0,9.112409024101604,0,0,0,0.1,0.1,0.0662415777590172,0
790.0,9.115455357465306,0,0,0,0.1,0.1,0.06531728429537767,0
794.0,9.118486305241394,0,0,0,0.1,0.1,0.06438315428897914,0
798.0,9.121502022059873,0,0,0,0.1,0.1,0.06343932841636456,0
802.0,9.124502660231272,0,0,0,0.1,0.1,0.062485948814238634,0
806.0,9.127488369792816,0,0,0,0.1,0.1,0.061523159058062694,0
810.0,9.130459298553435,0,0,0,0.1,0.1,0.06055110414043257,0
814.0,9.133415592137668,0,0,0,0.1,0.1,0.05956993044924335,0
818.0,9.136357394028503,0,0,0,0.1,0.1,0.0585797857456439,0
822.0,9.13928484560916,0,0,0,0.1,0.1,0.05758081914178455,0
826.0,9.142198086203866,0,0,0,0.1,0.1,0.056573181078361345,0
830.0,9.145097253117635,0,0,0,0.1,0.1,0.05555702330196022,0
834.0,9.147982481675111,0,0,0,0.1,0.1,0.05453249884220464,0
838.0,9.150853905258458,0,0,0,0.1,0.1,0.05349976198870972,0
842.0,9.15371165534437,0,0,0,0.1,0.1,0.0524589682678469,0
846.0,9.15655586154019,0,0,0,0.1,0.1,0.05141027441932218,0
850.0,9.159386651619178,0,0,0,0.1,0.1,0.05035383837257177,0
854.0,9.162204151554961,0,0,0,0.1,0.1,0.04928981922297842,0
858.0,9.165008485555168,0,0,0,0.1,0.1,0.04821837720791229,0
862.0,9.167799776094279,0,0,0,0.1,0.1,0.04713967368259979,0
866.0,9.170578143945738,0,0,0,0.1,0.1,0.046053871095824025,0
870.0,9.173343708213286,0,0,0,0.1,0.1,0.04496113296546069,0
874.0,9.17609658636162,0,0,0,0.1,0.1,0.043861623853852755,0
878.0,9.178836894246317,0,0,0,0.1,0.1,0.04275550934302821,0
882.0,9.181564746143094,0,0,0,0.1,0.1,0.04164295600976372,0
886.0,9.1842802547764,0,0,0,0.1,0.1,0.04052413140049899,0
890.0,9.186983531347376,0,0,0,0.1,0.1,0.03939920400610482,0
894.0,9.189674685561172,0,0,0,0.1,0.1,0.03826834323650899,0
898.0,9.19235382565366,0,0,0,0.1,0.1,0.037131719395183775,0
902.0,9.19502105841756,0,0,0,0.1,0.1,0.03598950365349884,0
906.0,9.197676489227977,0,0,0,0.1,0.1,0.03484186802494348,0
910.0,9.20032022206739,0,0,0,0.1,0.1,0.03368898533922204,0
914.0,9.202952359550073,0,0,0,0.1,0.1,0.032531029216226325,0
918.0,9.205573002946004,0,0,0,0.1,0.1,0.03136817403988914,0
922.0,9.208182252204237,0,0,0,0.1,0.1,0.030200594931922804,0
926.0,9.210780205975778,0,0,0,0.1,0.1,0.02902846772544624,0
930.0,9.213366961635966,0,0,0,0.1,0.1,0.02785196893850532,0
934.0,9.215942615306377,0,0,0,0.1,0.1,0.02667127574748985,0
938.0,9.218507261876244,0,0,0,0.1,0.1,0.02548656596045147,0
942.0,9.221060995023445,0,0,0,0.1,0.1,0.02429801799032641,0
946.0,9.223603907235029,0,0,0,0.1,0.1,0.023105810828067133,0
950.0,9.22613608982732,0,0,0,0.1,0.1,0.021910124015687007,0
954.0,9.228657632965582,0,0,0,0.1,0.1,0.020711137619221887,0
958.0,9.231168625683296,0,0,0,0.1,0.1,0.01950903220161286,0
962.0,9.233669155901014,0,0,0,0.1,0.1,0.01830398879551409,0
966.0,9.236159310444842,0,0,0,0.1,0.1,0.01709618887603012,0
970.0,9.238639175064513,0,0,0,0.1,0.1,0.015885814333386147,0
974.0,9.241108834451127,0,0,0,0.1,0.1,0.01467304744553618,0
