step,time_hours,maximum_cfl,maximum_divergence_s
2,5.555555431379212e-06,0.0003828156040981412,1.524540493846871e-09
4,1.1111110862758424e-05,0.0003828168846666813,1.280568540096283e-09
6,1.6666666294137637e-05,0.00038281819433905184,1.2842065189033747e-09
