step,time_hours,maximum_cfl,maximum_divergence_s
8,2.2222221725516848e-05,0.0003828195040114224,1.3542376109398901e-09
9,2.4999998923805024e-05,0.00038282014429569244,1.4551915228366852e-09
11,3.05555553899871e-05,0.000382821453968063,1.1496013030409813e-09
12,3.3333332588275274e-05,0.0003828220651485026,1.1641532182693481e-09
