A9 MACVEAN 051/14 12.5m run, TVD and backscatter on, c_s=0.23
          48
 -2.2727273E+00   2.2727273E+00   6.8181758E+00   1.1363624E+01   1.5909428E+01   2.0458599E+01   2.5025869E+01   2.9661055E+01   3.4488739E+01   3.9745533E+01
  4.5772636E+01   5.2929634E+01   6.1452362E+01   7.1340820E+01   8.2359169E+01   9.4147835E+01   1.0636560E+02   1.1877587E+02   1.3125406E+02   1.4375034E+02
  1.5624998E+02   1.6875000E+02   1.8125000E+02   1.9375000E+02   2.0625000E+02   2.1875000E+02   2.3125000E+02   2.4375000E+02   2.5625000E+02   2.6875000E+02
  2.8125000E+02   2.9375000E+02   3.0625000E+02   3.1875000E+02   3.3125000E+02   3.4375000E+02   3.5625000E+02   3.6875000E+02   3.8125000E+02   3.9375000E+02
  4.0625000E+02   4.1875000E+02   4.3125000E+02   4.4375000E+02   4.5625000E+02   4.6875000E+02   4.8125000E+02   4.9375000E+02
 -1.6977963E+00   1.6977963E+00   2.3970563E+00   2.8689106E+00   3.2606173E+00   3.6030502E+00   3.9121463E+00   4.2009315E+00   4.4821124E+00   4.7691507E+00
  5.0807543E+00   5.4285622E+00   5.8244376E+00   6.2661686E+00   6.7333498E+00   7.2047439E+00   7.6502924E+00   8.0476465E+00   8.3967018E+00   8.6917849E+00
  8.9459620E+00   9.1220608E+00   9.2078133E+00   9.2115440E+00   9.1652002E+00   9.0894270E+00   8.9936705E+00   8.8942976E+00   8.7947626E+00   8.6952524E+00
  8.5897951E+00   8.5003853E+00   8.3999491E+00   8.2764120E+00   8.2063541E+00   8.1443138E+00   8.0139332E+00   8.0000629E+00   8.0067711E+00   8.0113449E+00
  8.0142679E+00   8.0151052E+00   8.0141573E+00   8.0118141E+00   8.0086145E+00   8.0052567E+00   8.0024376E+00   8.0006208E+00
 -1.1720370E+00   1.1720370E+00   1.6099888E+00   1.8725833E+00   2.0650992E+00   2.2168860E+00   2.3418007E+00   2.4470549E+00   2.5374420E+00   2.6189218E+00
  2.6960626E+00   2.7655435E+00   2.8126683E+00   2.8264732E+00   2.7902346E+00   2.6884751E+00   2.5285101E+00   2.3236938E+00   2.0693934E+00   1.7708312E+00
  1.4568518E+00   1.1460758E+00   8.6258668E-01   6.1894161E-01   4.4188857E-01   2.9725173E-01   1.6901240E-01   6.3668884E-02  -7.4333865E-03  -5.8710329E-02
 -8.8951021E-02  -1.0333017E-01  -1.0071114E-01  -7.7115610E-02  -5.3568494E-02  -3.2694191E-02   5.9685097E-03   1.6923761E-03  -8.4107317E-04  -2.2112879E-03
 -3.3046142E-03  -3.5670481E-03  -3.2253957E-03  -2.5743584E-03  -1.8082380E-03  -1.0677840E-03  -4.8368337E-04  -1.5661659E-04
  2.6254767E+02   2.6320224E+02   2.6331311E+02   2.6338788E+02   2.6345255E+02   2.6351114E+02   2.6356503E+02   2.6361618E+02   2.6366611E+02   2.6371725E+02
  2.6377313E+02   2.6383667E+02   2.6390909E+02   2.6399200E+02   2.6408640E+02   2.6419009E+02   2.6430142E+02   2.6442166E+02   2.6454724E+02   2.6468237E+02
  2.6483359E+02   2.6500772E+02   2.6520102E+02   2.6540555E+02   2.6561301E+02   2.6581610E+02   2.6601324E+02   2.6620218E+02   2.6638202E+02   2.6655246E+02
  2.6671408E+02   2.6686642E+02   2.6701080E+02   2.6714935E+02   2.6728400E+02   2.6741959E+02   2.6755710E+02   2.6769037E+02   2.6781879E+02   2.6794397E+02
  2.6806683E+02   2.6818835E+02   2.6830969E+02   2.6843192E+02   2.6855569E+02   2.6868115E+02   2.6880807E+02   2.6893585E+02
